Forest,PlotNum,Year,Date,Quadrant,Common name,Scientific name,DBH_cm,X_coord,Y_coord,Comments
Donnerville,3,2017,27-Sep-17,1,Yellow birch,Betula alleghaniensis,22,7,10,
Donnerville,3,2017,27-Sep-17,2,Yellow birch,Betula alleghaniensis,32,3,6,
Donnerville,3,2017,27-Sep-17,3,Yellow birch,Betula alleghaniensis,22.2,,,
Donnerville,3,2017,27-Sep-17,4,Yellow birch,Betula alleghaniensis,32,,,
Peavine Swamp,1,2017,18-Oct-17,1,American beech,Fagus grandifolia,12.1,4.1,6.5,
Peavine Swamp,1,2017,18-Oct-17,1,American beech,Fagus grandifolia,11.4,3.2,6,
Peavine Swamp,1,2017,18-Oct-17,2,American beech,Fagus grandifolia,10.1,6.8,5.8,
Peavine Swamp,1,2017,18-Oct-17,3,American beech,Fagus grandifolia,10.6,,,
Peavine Swamp,1,2017,18-Oct-17,3,American beech,Fagus grandifolia,17.3,,,
Peavine Swamp,1,2017,18-Oct-17,3,American beech,Fagus grandifolia,19.2,,,
Peavine Swamp,1,2017,18-Oct-17,4,American beech,Fagus grandifolia,16.8,,,
Peavine Swamp,1,2017,18-Oct-17,4,American beech,Fagus grandifolia,14.8,,,
Peavine Swamp,2,2017,18-Oct-17,1,American beech,Fagus grandifolia,11,8,7,
Peavine Swamp,2,2017,18-Oct-17,2,American beech,Fagus grandifolia,12.1,5,2,
Peavine Swamp,3,2017,25-Oct-17,1,American beech,Fagus grandifolia,19.7,7,9,
Peavine Swamp,3,2017,25-Oct-17,1,American beech,Fagus grandifolia,18.3,7,5,
Peavine Swamp,3,2017,25-Oct-17,2,American beech,Fagus grandifolia,16,8,3,
Peavine Swamp,3,2017,25-Oct-17,4,American beech,Fagus grandifolia,10.2,,,
Peavine Swamp,3,2017,25-Oct-17,4,American beech,Fagus grandifolia,11.8,,,
Peavine Swamp,3,2017,25-Oct-17,3,American beech,Fagus grandifolia,11.7,,,
Peavine Swamp,2,2017,18-Oct-17,2,Gray birch,Betula populifolia,27.6,2,3,
Peavine Swamp,2,2017,18-Oct-17,2,Gray birch,Betula populifolia,24.8,4,7,
Peavine Swamp,1,2017,18-Oct-17,3,Red elm,Ulmus rubra,13,,,Check species - American elm?
Peavine Swamp,1,2017,18-Oct-17,1,Red maple,Acer rubrum,36.6,8.2,0.5,
Peavine Swamp,1,2017,18-Oct-17,1,Red maple,Acer rubrum,12.4,6.1,2.6,
Peavine Swamp,1,2017,18-Oct-17,1,Red maple,Acer rubrum,38.4,5.2,5.5,
Peavine Swamp,1,2017,18-Oct-17,1,Red maple,Acer rubrum,25.9,1.1,6.2,
Peavine Swamp,1,2017,18-Oct-17,1,Red maple,Acer rubrum,32.7,9.9,5.6,
Peavine Swamp,1,2017,18-Oct-17,2,Red maple,Acer rubrum,13.3,6,5.6,
Peavine Swamp,1,2017,18-Oct-17,2,Red maple,Acer rubrum,29,7,6,
Peavine Swamp,1,2017,18-Oct-17,2,Red maple,Acer rubrum,17.9,8.3,2.2,
Peavine Swamp,2,2017,18-Oct-17,4,Red maple,Acer rubrum,31.4,,,
Peavine Swamp,2,2017,18-Oct-17,4,Red maple,Acer rubrum,30.3,,,
Peavine Swamp,3,2017,25-Oct-17,4,Red maple,Acer rubrum,15.1,,,
Peavine Swamp,3,2017,25-Oct-17,4,Red maple,Acer rubrum,15.4,,,
Peavine Swamp,3,2017,25-Oct-17,3,Red maple,Acer rubrum,11.3,,,
Peavine Swamp,3,2017,25-Oct-17,3,Red maple,Acer rubrum,13.4,,,
Peavine Swamp,3,2017,25-Oct-17,3,Red maple,Acer rubrum,25.9,,,
Peavine Swamp,1,2017,18-Oct-17,3,Sugar maple,Acer saccharum,20.5,,,
Peavine Swamp,1,2017,18-Oct-17,4,Sugar maple,Acer saccharum,18,,,
Peavine Swamp,2,2017,18-Oct-17,1,Sugar maple,Acer saccharum,41.3,4,3,
Peavine Swamp,2,2017,18-Oct-17,1,Sugar maple,Acer saccharum,28.4,5,3,
Peavine Swamp,2,2017,18-Oct-17,2,Sugar maple,Acer saccharum,39.1,1,3,
Peavine Swamp,2,2017,18-Oct-17,2,Sugar maple,Acer saccharum,12,3,6,
Peavine Swamp,2,2017,18-Oct-17,2,Sugar maple,Acer saccharum,11.2,9,9,
Peavine Swamp,2,2017,18-Oct-17,3,Sugar maple,Acer saccharum,36.2,,,
Peavine Swamp,2,2017,18-Oct-17,3,Sugar maple,Acer saccharum,16.8,,,
Peavine Swamp,2,2017,18-Oct-17,3,Sugar maple,Acer saccharum,40.8,,,
Peavine Swamp,2,2017,18-Oct-17,3,Sugar maple,Acer saccharum,40.3,,,
Peavine Swamp,2,2017,18-Oct-17,3,Sugar maple,Acer saccharum,38,,,
Peavine Swamp,2,2017,18-Oct-17,4,Sugar maple,Acer saccharum,12.2,,,
Peavine Swamp,2,2017,18-Oct-17,4,Sugar maple,Acer saccharum,28.7,,,
Peavine Swamp,3,2017,25-Oct-17,1,Sugar maple,Acer saccharum,26.2,2,8,
Peavine Swamp,3,2017,25-Oct-17,1,Sugar maple,Acer saccharum,42.5,3,9,
Peavine Swamp,3,2017,25-Oct-17,1,Sugar maple,Acer saccharum,11.9,2,10,
Peavine Swamp,3,2017,25-Oct-17,1,Sugar maple,Acer saccharum,35,7,9,
Peavine Swamp,3,2017,25-Oct-17,1,Sugar maple,Acer saccharum,20.1,9,1,
Peavine Swamp,3,2017,25-Oct-17,2,Sugar maple,Acer saccharum,10.5,4,1,
Peavine Swamp,3,2017,25-Oct-17,2,Sugar maple,Acer saccharum,21.9,4,5,
Peavine Swamp,3,2017,25-Oct-17,2,Sugar maple,Acer saccharum,16.6,7,7,
Peavine Swamp,3,2017,25-Oct-17,4,Sugar maple,Acer saccharum,75.3,,,
Peavine Swamp,3,2017,25-Oct-17,3,Sugar maple,Acer saccharum,27,,,
Peavine Swamp,3,2017,25-Oct-17,3,Sugar maple,Acer saccharum,14,,,
Peavine Swamp,3,2017,25-Oct-17,3,Sugar maple,Acer saccharum,10.9,,,
South Hammond,1,2017,4-Oct-17,1,Black cherry,Prunus serotina,15.5,5,10,
South Hammond,3,2017,11-Oct-17,1,Catscratch,Ostrya virginiana,10.5,3,9,
South Hammond,1,2017,4-Oct-17,2,Catscratch,Ostrya virginiana,14.3,2.3,3,
South Hammond,1,2017,4-Oct-17,2,Catscratch,Ostrya virginiana,12.3,4.5,0.5,
South Hammond,3,2017,11-Oct-17,4,Choke cherry,Prunus pennsylvanica,21.4,,,
South Hammond,1,2017,4-Oct-17,2,Choke cherry,Prunus virginiana,8,6,2.5,
South Hammond,1,2017,4-Oct-17,3,Choke cherry,Prunus virginiana,10.1,,,
South Hammond,1,2017,4-Oct-17,4,Choke cherry,Prunus virginiana,16,,,
South Hammond,2,2017,4-Oct-17,1,Quaking aspen,Populus tremuloides,34.2,1,9,
South Hammond,2,2017,4-Oct-17,1,Red maple,Acer rubrum,10,4,4,
South Hammond,2,2017,4-Oct-17,1,Red maple,Acer rubrum,13.3,4,9.6,
South Hammond,2,2017,4-Oct-17,1,Red maple,Acer rubrum,31.9,8,10,
South Hammond,2,2017,4-Oct-17,3,Red maple,Acer rubrum,43.5,,,
South Hammond,1,2017,4-Oct-17,1,Red oak,Quercus rubra,30.5,6.5,5,
South Hammond,2,2017,4-Oct-17,2,Red oak,Quercus rubra,27.1,5.3,4,
South Hammond,2,2017,4-Oct-17,2,Red oak,Quercus rubra,11.5,3.6,3.5,
South Hammond,2,2017,4-Oct-17,2,Red oak,Quercus rubra,10.9,7,5,
South Hammond,2,2017,4-Oct-17,2,Red oak,Quercus rubra,20,8.5,4.9,
South Hammond,2,2017,4-Oct-17,3,Red oak,Quercus rubra,20,,,
South Hammond,2,2017,4-Oct-17,3,Red oak,Quercus rubra,13.4,,,
South Hammond,2,2017,4-Oct-17,3,Red oak,Quercus rubra,13.8,,,
South Hammond,2,2017,4-Oct-17,4,Red oak,Quercus rubra,17.5,,,
South Hammond,2,2017,4-Oct-17,4,Red oak,Quercus rubra,10.8,,,
South Hammond,2,2017,4-Oct-17,4,Red oak,Quercus rubra,11.5,,,
South Hammond,2,2017,4-Oct-17,4,Red oak,Quercus rubra,15.2,,,
South Hammond,3,2017,11-Oct-17,2,Red oak,Quercus rubra,36.5,0.5,5,
South Hammond,3,2017,11-Oct-17,2,Red oak,Quercus rubra,19.8,4,4,
South Hammond,3,2017,11-Oct-17,2,Red oak,Quercus rubra,16.2,7,5,
South Hammond,3,2017,11-Oct-17,3,Red oak,Quercus rubra,16.3,,,
South Hammond,3,2017,11-Oct-17,3,Red oak,Quercus rubra,12.5,,,
South Hammond,3,2017,11-Oct-17,3,Red oak,Quercus rubra,11,,,
South Hammond,3,2017,11-Oct-17,3,Red oak,Quercus rubra,33.7,,,
South Hammond,3,2017,11-Oct-17,3,Red oak,Quercus rubra,37.1,,,
South Hammond,3,2017,11-Oct-17,4,Red oak,Quercus rubra,38.6,,,
South Hammond,1,2017,4-Oct-17,4,Red oak,Quercus rubra,25.4,,,
South Hammond,1,2017,4-Oct-17,4,Red oak,Quercus rubra,10,,,
South Hammond,1,2017,4-Oct-17,4,Red oak,Quercus rubra,27.3,,,
South Hammond,3,2017,11-Oct-17,3,Red pine,Pinus resinosa,20.2,,,
South Hammond,3,2017,11-Oct-17,3,Red pine,Pinus resinosa,10.5,,,
South Hammond,1,2017,4-Oct-17,3,Shagbark hickory,Carya ovata,12.5,,,
South Hammond,2,2017,4-Oct-17,2,White ash,Fraxinus americana,13.3,1.5,1,
South Hammond,3,2017,11-Oct-17,3,White ash,Fraxinus americana,23.9,,,
South Hammond,1,2017,4-Oct-17,1,White oak,Quercus alba,22,0,2,
South Hammond,1,2017,4-Oct-17,1,White oak,Quercus alba,11,2,3,
South Hammond,1,2017,4-Oct-17,1,White oak,Quercus alba,11,5.3,2,
South Hammond,2,2017,4-Oct-17,3,White oak,Quercus alba,16.5,,,
South Hammond,3,2017,11-Oct-17,1,White oak,Quercus alba,14,3.8,3,
South Hammond,3,2017,11-Oct-17,2,White oak,Quercus alba,13.5,6,1,
South Hammond,1,2017,4-Oct-17,2,White oak,Quercus alba,47.2,5,5,
South Hammond,1,2017,4-Oct-17,2,White oak,Quercus alba,34.3,8,7.2,
South Hammond,1,2017,4-Oct-17,3,White oak,Quercus alba,17.7,,,
South Hammond,1,2017,4-Oct-17,3,White oak,Quercus alba,40.6,,,
South Hammond,1,2017,4-Oct-17,3,White oak,Quercus alba,17.3,,,
South Hammond,1,2017,4-Oct-17,4,White oak,Quercus alba,22.8,,,
South Hammond,1,2017,4-Oct-17,1,White pine,Pinus strobus,30,2.6,4.8,
South Hammond,1,2017,4-Oct-17,1,White pine,Pinus strobus,11,6.5,2,
South Hammond,2,2017,4-Oct-17,1,White pine,Pinus strobus,16,1,2,
South Hammond,2,2017,4-Oct-17,1,White pine,Pinus strobus,14.1,1.5,3,
South Hammond,2,2017,4-Oct-17,1,White pine,Pinus strobus,47.1,6.6,4.2,
South Hammond,3,2017,11-Oct-17,1,White pine,Pinus strobus,12,7.7,6,
South Hammond,3,2017,11-Oct-17,3,White pine,Pinus strobus,18.7,,,
South Hammond,3,2017,11-Oct-17,4,White pine,Pinus strobus,10.7,,,
South Hammond,1,2017,4-Oct-17,2,White pine,Pinus strobus,7.6,7,1,
South Hammond,1,2017,4-Oct-17,2,White pine,Pinus strobus,18.9,9,1,
South Hammond,1,2017,4-Oct-17,3,White pine,Pinus strobus,19,,,
South Hammond,1,2017,4-Oct-17,4,White pine,Pinus strobus,12.5,,,
South Hammond,1,2017,4-Oct-17,4,White pine,Pinus strobus,10.5,,,
South Hammond,1,2017,4-Oct-17,4,White pine,Pinus strobus,27.3,,,
Degrasse,1,2017,1-Nov-17,1,Red pine,Pinus resinosa,42.7,1,1,
Degrasse,1,2017,1-Nov-17,1,White pine,Pinus strobus,13.1,8,2,
Degrasse,1,2017,1-Nov-17,1,Red pine,Pinus resinosa,38,5,5,
Degrasse,1,2017,1-Nov-17,1,White pine,Pinus strobus,13.8,4,7,
Degrasse,1,2017,1-Nov-17,2,Red pine,Pinus resinosa,38,5,4,
Degrasse,1,2017,1-Nov-17,2,Red pine,Pinus resinosa,37.8,3,9,
Degrasse,1,2017,1-Nov-17,3,Red maple,Acer rubrum,17.1,,,
Degrasse,1,2017,1-Nov-17,3,Red pine,Pinus resinosa,36.8,,,
Degrasse,1,2017,1-Nov-17,3,Red pine,Pinus resinosa,33.2,,,
Degrasse,1,2017,1-Nov-17,4,Red pine,Pinus resinosa,34.4,,,
Degrasse,1,2017,1-Nov-17,4,Red pine,Pinus resinosa,38.9,,,
Degrasse,1,2017,1-Nov-17,4,Red pine,Pinus resinosa,34,,,
Degrasse,1,2017,1-Nov-17,4,Red pine,Pinus resinosa,36,,,
Degrasse,2,2017,1-Nov-17,1,Red pine,Pinus resinosa,40.8,2,1,
Degrasse,2,2017,1-Nov-17,1,Red pine,Pinus resinosa,34.5,4.1,4,
Degrasse,2,2017,1-Nov-17,1,Red pine,Pinus resinosa,42,0.1,8.5,
Degrasse,2,2017,1-Nov-17,2,Red pine,Pinus resinosa,40.2,1.5,10,
Degrasse,2,2017,1-Nov-17,2,Red pine,Pinus resinosa,35.5,1.5,3,
Degrasse,2,2017,1-Nov-17,2,Red pine,Pinus resinosa,39.5,5.4,3.9,
Degrasse,2,2017,1-Nov-17,2,White pine,Pinus strobus,26.8,2.4,2.4,
Degrasse,2,2017,1-Nov-17,2,Red pine,Pinus resinosa,37.7,0.1,2.9,
Degrasse,2,2017,1-Nov-17,2,Red pine,Pinus resinosa,46.2,1,8.5,
Degrasse,2,2017,1-Nov-17,3,Red pine,Pinus resinosa,29.5,,,
Degrasse,2,2017,1-Nov-17,3,Red pine,Pinus resinosa,39.7,,,
Degrasse,2,2017,1-Nov-17,3,Red pine,Pinus resinosa,40.8,,,
Degrasse,2,2017,1-Nov-17,4,Red pine,Pinus resinosa,35.9,,,
Degrasse,2,2017,1-Nov-17,4,Red pine,Pinus resinosa,54.9,,,
Degrasse,2,2017,1-Nov-17,4,Red pine,Pinus resinosa,22.1,,,
Degrasse,3,2017,1-Nov-17,1,Red pine,Pinus resinosa,33,0.5,8.5,
Degrasse,3,2017,1-Nov-17,1,Red pine,Pinus resinosa,34,8,8,
Degrasse,3,2017,1-Nov-17,1,Red pine,Pinus resinosa,43,9,3,
Degrasse,3,2017,1-Nov-17,1,White pine,Pinus strobus,16,9,3.5,
Degrasse,3,2017,1-Nov-17,2,Red pine,Pinus resinosa,36,1,1.5,
Degrasse,3,2017,1-Nov-17,2,Red pine,Pinus resinosa,43,5.5,4,
Degrasse,3,2017,1-Nov-17,2,Red pine,Pinus resinosa,28,3,5.5,
Degrasse,3,2017,1-Nov-17,3,White pine,Pinus strobus,25,,,
Degrasse,3,2017,1-Nov-17,3,Red pine,Pinus resinosa,40.8,,,
Degrasse,3,2017,1-Nov-17,3,Red pine,Pinus resinosa,42.1,,,
Degrasse,3,2017,1-Nov-17,3,Red spruce,Picea rubens,16.6,,,
Degrasse,3,2017,1-Nov-17,3,Red pine,Pinus resinosa,37.8,,,
Degrasse,3,2017,1-Nov-17,4,Red pine,Pinus resinosa,36.8,,,
Degrasse,3,2017,1-Nov-17,4,Red pine,Pinus resinosa,43.5,,,
